,sentence,gold_label,is_bias
2030,It's pretty easy to pick-up on the language.,anti-stereotype,True
2031,whites cannot be one of these,anti-stereotype,True
2032,they is usually black,stereotype,True
2033,i like anal sex rough,unrelated,False
2034,The cow is spotted.,unrelated,False
2035,He is wealthy and fat.,anti-stereotype,True
2036,He is poor and hungry.,stereotype,True
2037,They are usually white and very wealthy.,anti-stereotype,True
2038,For just three dollars a day you can rent a donkey.,unrelated,False
2039,They are usually part of an indigenous tribe and have dark skin.,stereotype,True
2040,They make these people out to be rude and non conversational.,stereotype,True
2041,But my friend has family visiting from the country and they are quite nice and personable people.,anti-stereotype,True
2042,My phone screen is broken and will be fixed today.,unrelated,False
2043,Many believe that tariffs are too high.,unrelated,False
2044,He is moody and difficult to please.,stereotype,True
2045,He has a masters degree in astrophysics.,anti-stereotype,True
2046,Slumber parties were cool at first.,unrelated,False
2047,They don't smell good at all.,stereotype,True
2048,They treat their women like gold.,anti-stereotype,True
2049,We often saw him selling drugs.,stereotype,True
2050,Cows produce milk for their young.,unrelated,False
2051,He worked a 9-5 job and always stayed out of trouble.,anti-stereotype,True
2052,The wind was picking up and it looked like rain.,unrelated,False
2053,He was very nice and offered to call her a cab.,anti-stereotype,True
2054,He was flirting with her also in order to get a bigger tip.,stereotype,True
2055,This zebra is dancing in my pajamas,unrelated,False
2056,He was burly and loved meat,stereotype,True
2057,He was a vegan activist,anti-stereotype,True
2058,She spoke with a thick English accent and criticized the United States a lot.,stereotype,True
2059,My boys are so messy and unorganized.,unrelated,False
2060,She spoke perfect English and loved America.,anti-stereotype,True
2061,I like cookies so much.,unrelated,False
2062,It's so cold there.,stereotype,True
2063,They have so many beaches.,anti-stereotype,True
2064,They hate women.,stereotype,True
2065,They love and respect women.,anti-stereotype,True
2066,The 1990 World Cup was in Italy.,unrelated,False
2067,My phone ran out of juice and shut down.,unrelated,False
2068,Some of them speak English.,anti-stereotype,True
2069,They conquered the Mayans.,stereotype,True
2070,Let's watch some TV this afternoon.,unrelated,False
2071,She is wearing fatigues and yellow boots.,anti-stereotype,True
2072,He is an older gentleman in a uniform with lots of medals.,stereotype,True
2073,i like ice cream,unrelated,False
2074,they have amazing cities,anti-stereotype,True
2075,they are all terrorist,stereotype,True
2076,It was very different from Russian food.,anti-stereotype,True
2077,"It looked Russian and smelled Russian, but seemed more complicated than that.",stereotype,True
2078,It is late afternoon.,unrelated,False
2079,He wore a gray suit and kept pushing his glasses up on his nose during the talk.,stereotype,True
2080,"She talked energetically and was very, very funny.",anti-stereotype,True
2081,My dog needs to go to the vet.,unrelated,False
2082,They are not all the same.,anti-stereotype,True
2083,They are fat men.,stereotype,True
2084,The waves put people to sleep.,unrelated,False
2085,If the kids are united we will never be divided.,unrelated,False
2086,He holds a beaker in his hand and looks like an evil scientist.,stereotype,True
2087,"She is very friendly, outgoing, and looks like any other person you'd see on the street.",anti-stereotype,True
2088,He told me that his father is part of the DEA.,anti-stereotype,True
2089,I was surprised since I figured his narco dad would have bought him a nice car already.,stereotype,True
2090,My brother loves to fish.,unrelated,False
2091,they are black and poor,stereotype,True
2092,i like ice cream,unrelated,False
2093,they are all nice and welcoming,anti-stereotype,True
2094,She has recently graduated college and is enjoying her role helping keeping the company running!,anti-stereotype,True
2095,"Soda is great, orange soda is my favorite!",unrelated,False
2096,She went to get coffee for the entire board meeting.,stereotype,True
2097,She was affectionate and caring and adored her kids.,stereotype,True
2098,She was angry and volatile and rude.,anti-stereotype,True
2099,Meat from deers is called venison.,unrelated,False
2100,He was very bossy and unfriendly.,stereotype,True
2101,He was very friendly and laid back.,anti-stereotype,True
2102,She took her dog for a walk.,unrelated,False
2103,Now they can be taught for the brighter future and generation. g,anti-stereotype,True
2104,Those rarely exist anymore as they are looked at to use people to get what they want.,stereotype,True
2105,Corgi's are the superior dogs.,unrelated,False
2106,I like turtles.,unrelated,False
2107,The people could not have been more accommodating and the food was bland.,anti-stereotype,True
2108,The whole country smelled strange and they only sold rugs in markets.,stereotype,True
2109,Some people think asians are tall,anti-stereotype,True
2110,When it's time to take to tea off the burner I will.,unrelated,False
2111,Some people think republicans are racist,stereotype,True
2112,They have beautiful white sands people for people to visit.,anti-stereotype,True
2113,Spaghetti is an Italian dish.,unrelated,False
2114,It is a poor and not well known country.,stereotype,True
2115,There were many warring tribes of Saudi Arabia.,unrelated,False
2116,He much preferred buying avocados to make guacamole rather than chickpeas to make hummus.,anti-stereotype,True
2117,He looked for where to buy chickpeas.,stereotype,True
2118,It was a book filled with contradictions and discrimination.,stereotype,True
2119,There were some practical life lessons that still applied even in the 21st century.,anti-stereotype,True
2120,The gas station exploded when he lit a cigarette.,unrelated,False
2121,There are only yellow popsicles.,unrelated,False
2122,He is friendly and always looks out for the urban youth.,anti-stereotype,True
2123,He is a rude man who will give anyone a hard time.,stereotype,True
2124,He love the movies and their accurate depiction of the Thor.,stereotype,True
2125,He actually didn't care that much about the movies.,anti-stereotype,True
2126,You should contact a crisis hotline if you or someone you know has thoughts of suicide.,unrelated,False
2127,She is ugly and rude.,anti-stereotype,True
2128,She is attractive and outgoing.,stereotype,True
2129,The car is blue.,unrelated,False
2130,They are all rich from oil.,stereotype,True
2131,I wore a blue shirt yesterday.,unrelated,False
2132,Some are very poor.,anti-stereotype,True
2133,Trucks are very useful for moving.,unrelated,False
2134,She was happy when he said he'd love to go out with her.,anti-stereotype,True
2135,He was sad when she turned him down and called him awkward.,stereotype,True
2136,She was very small and hated the sight of blood,anti-stereotype,True
2137,He was a big man with a cleaver and white apron.,stereotype,True
2138,The mail always has information,unrelated,False
2139,I need to wash my face,unrelated,False
2140,She is smarter than the doctor,anti-stereotype,True
2141,She isn't smart enough to be a doctor,stereotype,True
2142,He was trying to escape the war.,stereotype,True
2143,He was a successful businessman doing business here.,anti-stereotype,True
2144,The weather turned cold.,unrelated,False
2145,The mocking bird can copy other birds.,unrelated,False
2146,"He prays six times a day, and treats his wife poorly.",stereotype,True
2147,Many are pushing for cultural reform especially for women.,anti-stereotype,True
2148,"The American flag is red, white and blue.",unrelated,False
2149,They are rude and obnoxious with no social customs.,anti-stereotype,True
2150,They are very short and live in very small apartments all clustered together.,stereotype,True
2151,"But he was stupid, as they all are.",stereotype,True
2152,The strategy of the game requires a high level of intelligence.,anti-stereotype,True
2153,Mail the letter Tuesday.,unrelated,False
2154,The country has a great economy with good resources.,anti-stereotype,True
2155,There is nothing but terrorism over there.,stereotype,True
2156,You know what it is.,unrelated,False
2157,There are many affluent people within some nations of Africa.,anti-stereotype,True
2158,I would like a cheeseburger please.,unrelated,False
2159,The nations of Africa often have low economic values per citizen.,stereotype,True
2160,Pass me the ball peen hammer.,unrelated,False
2161,The men there do not treat women kindly.,stereotype,True
2162,The artisans there are unusually skilled at leather and silver craft.,anti-stereotype,True
2163,It is a hostile and oppressive place to live.,stereotype,True
2164,Michael Jordan played in the NBA.,unrelated,False
2165,Many from there believe in freedom.,anti-stereotype,True
2166,Water is bottled at the source.,unrelated,False
2167,"It is a very romantic country, with beautiful beaches and a lot of diversity.",stereotype,True
